0,1.0,4.0,21.0,116.0,185.0,186.0,255.0,289.0,290.0,292.0,294.0,297.0,301.0,307.0,311.0,322.0,329.0,369.0,380.0,400.0
SNORD31:NR_002560,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.7482341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR369:NR_029862,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95699216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR122:NR_029667,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.1357029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3153:NR_036108,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.38405644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-16:NR_003331,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.884237886,0.0,9.253938557,0.0,0.0,0.0,0.0,0.0,0.0
MIR744:NR_030613,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.372878313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR654:NR_030390,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67018212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR103A2:NR_029519,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.9589326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4764:NR_039921,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.82194438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3155A:NR_036111,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92885444,0.0,86.99615948,0.0,0.0,0.0,0.0,0.0,0.0
SNORA36A:NR_002969,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.804593101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD71:NR_003059,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.48533537,0.0,22.10316092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4717:NR_039868,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.6633765,0.0,71.29897415,0.0,0.0,0.0,0.0,0.0,0.0,755.1592443
SNORD121B:NR_003690,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.69565391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP35:NM_020798,251.9134282,73.71450321,17.38416177,7.009701859,16.82753455,13.93857724,4.532739509,1.189656404,0.971292907,0.546758499,0.746151268,0.513425436,0.781607623,0.746151268,0.876740086,2.132415566,2.801858631,4.827650459,12.69470985,11.03039012
MIR146A:NR_029701,0.0,0.0,0.149216754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25485399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
